Variable	Commentaire	Date de départ	Heure de départ	Valeur
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:19:23,880	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:19:23,880	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:23,880	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:23,880	FAUX
fermee	Pince fermée.	04/06/2021	17:19:24,001	FAUX
ouvert	Pince ouverte.	04/06/2021	17:19:24,001	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:19:24,001	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:24,001	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:24,001	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:24,001	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:24,489	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:19:24,609	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:25,007	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:19:25,131	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:25,131	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:19:25,131	VRAI
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:19:25,287	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:19:26,185	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:19:26,185	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:19:26,185	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:19:26,397	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:19:27,210	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:27,210	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:27,210	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:19:27,210	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:27,210	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:19:27,338	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:27,338	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:19:27,590	VRAI
FERMER	Fermer la pince	04/06/2021	17:19:27,715	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:27,715	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:27,715	FAUX
fermee	Pince fermée.	04/06/2021	17:19:27,841	VRAI
ouvert	Pince ouverte.	04/06/2021	17:19:27,841	FAUX
FERMER	Fermer la pince	04/06/2021	17:19:27,841	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:27,841	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:27,841	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:27,841	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:28,305	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:19:28,430	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:19:28,801	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:28,801	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:19:28,801	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:28,801	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:19:29,106	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:19:30,086	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:19:30,086	FAUX
BLOQINT	Sortir la butée de la glissière intermédiaire	04/06/2021	17:19:30,086	VRAI
stop_in	Stoppeur intermédiaire rentrée	04/06/2021	17:19:30,208	FAUX
but_int	butée de la glissière intermédiaire sortie	04/06/2021	17:19:30,208	VRAI
stop_out	Stoppeur intermédiaire sortie	04/06/2021	17:19:30,208	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:19:30,208	VRAI
STOPINT	Sortir le stoppeur intermédiaire (axe X )	04/06/2021	17:19:30,208	VRAI
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:19:30,607	FAUX
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:19:31,901	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:19:31,901	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:31,901	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:31,901	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:19:31,901	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:31,901	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:32,027	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:19:32,307	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:19:32,429	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:32,429	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:32,429	FAUX
fermee	Pince fermée.	04/06/2021	17:19:32,556	FAUX
ouvert	Pince ouverte.	04/06/2021	17:19:32,556	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:19:32,556	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:32,556	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:32,556	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:32,556	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:32,980	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:19:33,103	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:19:33,503	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:33,503	FAUX
STOPINT	Sortir le stoppeur intermédiaire (axe X )	04/06/2021	17:19:33,503	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:33,503	FAUX
stop_out	Stoppeur intermédiaire sortie	04/06/2021	17:19:33,627	FAUX
stop_in	Stoppeur intermédiaire rentrée	04/06/2021	17:19:33,747	VRAI
gliss1	Présence d’un 6packs sur la butée de la glissière intermédiaire	04/06/2021	17:19:36,681	VRAI
BLOQINT	Sortir la butée de la glissière intermédiaire	04/06/2021	17:19:36,681	FAUX
but_int	butée de la glissière intermédiaire sortie	04/06/2021	17:19:36,804	FAUX
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:19:36,804	VRAI
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:19:37,084	FAUX
gliss1	Présence d’un 6packs sur la butée de la glissière intermédiaire	04/06/2021	17:19:37,604	FAUX
gliss_int	Glissière intermédiaire pleine	04/06/2021	17:19:37,788	VRAI
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:19:38,402	VRAI
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:19:38,402	FAUX
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:19:39,789	VRAI
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:19:39,789	VRAI
gliss_int	Glissière intermédiaire pleine	04/06/2021	17:19:40,192	FAUX
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:19:40,905	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:19:47,600	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:48,093	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:48,093	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:48,093	VRAI
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:19:48,093	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:19:48,215	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:48,215	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:19:48,580	VRAI
FERMER	Fermer la pince	04/06/2021	17:19:48,580	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:48,580	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:48,580	FAUX
fermee	Pince fermée.	04/06/2021	17:19:48,704	VRAI
ouvert	Pince ouverte.	04/06/2021	17:19:48,704	FAUX
FERMER	Fermer la pince	04/06/2021	17:19:48,704	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:48,704	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:48,704	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:48,704	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:49,199	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:19:49,322	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:19:49,417	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:49,690	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:19:49,811	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:49,811	FAUX
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:19:49,811	VRAI
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:19:49,933	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:19:50,705	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:50,705	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:50,705	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:19:50,705	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:50,705	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:19:50,827	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:50,827	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:19:51,199	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:19:51,199	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:51,199	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:51,199	FAUX
fermee	Pince fermée.	04/06/2021	17:19:51,322	FAUX
ouvert	Pince ouverte.	04/06/2021	17:19:51,419	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:19:51,419	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:51,419	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:51,419	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:51,419	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:51,880	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:19:52,004	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:19:52,406	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:52,406	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:19:52,406	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:52,406	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:19:52,591	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:19:53,504	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:19:53,504	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:19:53,504	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:19:53,626	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:19:54,500	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:19:54,500	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:54,500	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:54,500	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:19:54,500	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:54,500	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:54,627	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:19:54,899	VRAI
ouvert	Pince ouverte.	04/06/2021	17:19:55,026	FAUX
FERMER	Fermer la pince	04/06/2021	17:19:55,026	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:55,026	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:55,026	FAUX
fermee	Pince fermée.	04/06/2021	17:19:55,123	VRAI
FERMER	Fermer la pince	04/06/2021	17:19:55,123	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:55,123	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:55,123	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:55,123	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:55,583	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:19:55,706	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:19:56,106	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:56,106	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:19:56,106	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:56,106	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:19:56,383	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:19:57,393	VRAI
but_int	butée de la glissière intermédiaire sortie	04/06/2021	17:19:57,393	VRAI
STOPINT	Sortir le stoppeur intermédiaire (axe X )	04/06/2021	17:19:57,393	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:19:57,393	FAUX
BLOQINT	Sortir la butée de la glissière intermédiaire	04/06/2021	17:19:57,393	VRAI
stop_in	Stoppeur intermédiaire rentrée	04/06/2021	17:19:57,516	FAUX
stop_out	Stoppeur intermédiaire sortie	04/06/2021	17:19:57,516	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:19:57,516	VRAI
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:19:57,883	FAUX
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:19:59,200	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:19:59,200	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:59,200	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:59,200	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:19:59,200	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:59,200	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:59,322	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:19:59,594	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:19:59,594	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:59,594	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:59,594	FAUX
fermee	Pince fermée.	04/06/2021	17:19:59,812	FAUX
ouvert	Pince ouverte.	04/06/2021	17:19:59,812	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:19:59,812	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:19:59,812	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:19:59,812	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:19:59,812	VRAI
gliss1	Présence d’un 6packs sur la butée de la glissière intermédiaire	04/06/2021	17:19:59,935	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:20:00,305	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:20:00,431	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:20:00,796	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:20:00,796	FAUX
STOPINT	Sortir le stoppeur intermédiaire (axe X )	04/06/2021	17:20:00,796	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:20:00,796	FAUX
stop_out	Stoppeur intermédiaire sortie	04/06/2021	17:20:00,916	FAUX
stop_in	Stoppeur intermédiaire rentrée	04/06/2021	17:20:01,006	VRAI
but_int	butée de la glissière intermédiaire sortie	04/06/2021	17:20:01,006	FAUX
gliss1	Présence d’un 6packs sur la butée de la glissière intermédiaire	04/06/2021	17:20:01,006	FAUX
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:20:01,006	VRAI
BLOQINT	Sortir la butée de la glissière intermédiaire	04/06/2021	17:20:01,006	FAUX
gliss1	Présence d’un 6packs sur la butée de la glissière intermédiaire	04/06/2021	17:20:01,130	VRAI
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:20:01,283	FAUX
gliss1	Présence d’un 6packs sur la butée de la glissière intermédiaire	04/06/2021	17:20:01,780	FAUX
gliss_int	Glissière intermédiaire pleine	04/06/2021	17:20:01,995	VRAI
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:20:02,606	VRAI
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:20:02,606	FAUX
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:20:04,207	VRAI
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:20:04,207	VRAI
gliss_int	Glissière intermédiaire pleine	04/06/2021	17:20:04,330	FAUX
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:20:05,187	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:20:11,880	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:20:12,409	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:20:12,409	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:20:12,409	VRAI
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:20:12,409	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:20:12,531	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:20:12,531	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:20:12,807	VRAI
FERMER	Fermer la pince	04/06/2021	17:20:12,928	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:20:12,928	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:20:12,928	FAUX
fermee	Pince fermée.	04/06/2021	17:20:13,049	VRAI
ouvert	Pince ouverte.	04/06/2021	17:20:13,049	FAUX
FERMER	Fermer la pince	04/06/2021	17:20:13,049	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:20:13,049	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:20:13,049	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:20:13,049	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:20:13,481	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:20:13,606	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:20:13,727	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:20:14,004	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:20:14,004	FAUX
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:20:14,004	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:20:14,004	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:20:14,185	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:20:14,980	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:20:14,980	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:20:14,980	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:20:14,980	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:20:14,980	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:20:15,101	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:20:15,101	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:20:15,498	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:20:15,498	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:20:15,498	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:20:15,498	FAUX
fermee	Pince fermée.	04/06/2021	17:20:15,620	FAUX
ouvert	Pince ouverte.	04/06/2021	17:20:15,741	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:20:15,741	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:20:15,741	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:20:15,741	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:20:15,741	VRAI
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:20:16,207	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:20:16,207	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:20:16,697	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:20:16,697	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:20:16,697	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:20:16,697	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:20:16,881	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:20:17,905	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:20:17,905	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:20:17,905	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:20:18,088	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:20:18,906	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:20:18,906	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:20:18,906	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:20:18,906	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:20:18,906	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:20:19,030	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:20:19,030	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:20:19,304	VRAI
FERMER	Fermer la pince	04/06/2021	17:20:19,428	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:20:19,428	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:20:19,428	FAUX
fermee	Pince fermée.	04/06/2021	17:20:19,548	VRAI
ouvert	Pince ouverte.	04/06/2021	17:20:19,548	FAUX
FERMER	Fermer la pince	04/06/2021	17:20:19,548	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:20:19,548	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:20:19,548	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:20:19,548	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:20:20,007	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:20:20,130	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:20:20,495	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:20:20,495	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:20:20,495	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:20:20,495	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:20:20,800	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:20:21,784	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:20:21,784	FAUX
BLOQINT	Sortir la butée de la glissière intermédiaire	04/06/2021	17:20:21,784	VRAI
